,bins,color_vector_length,distance_measure,gradient_vector_length,interpolated,k,num_of_grid,score
414,10,30,l1,10,True,25,1,0.33573141486810504
415,10,30,l2,10,True,25,1,0.33573141486810504
419,15,45,l2,15,False,5,1,0.33573141486810504
431,15,45,l2,15,True,25,1,0.33333333333333304
441,20,60,l2,20,True,1,1,0.33093525179856104
420,15,45,l1,15,False,15,1,0.32853717026378904
442,20,60,l1,20,True,5,1,0.32853717026378904
422,15,45,l1,15,False,25,1,0.32853717026378904
404,10,30,l1,10,False,15,1,0.32374100719424403
416,15,45,l1,15,False,1,1,0.32374100719424403
410,10,30,l1,10,True,5,1,0.32374100719424403
423,15,45,l2,15,False,25,1,0.32134292565947203
417,15,45,l2,15,False,1,1,0.32134292565947203
406,10,30,l1,10,False,25,1,0.32134292565947203
412,10,30,l1,10,True,15,1,0.31894484412470003
435,20,60,l2,20,False,5,1,0.31654676258992803
440,20,60,l1,20,True,1,1,0.31654676258992803
433,20,60,l2,20,False,1,1,0.30935251798561103
432,20,60,l1,20,False,1,1,0.30935251798561103
439,20,60,l2,20,False,25,1,0.30695443645083903
407,10,30,l2,10,False,25,1,0.30455635491606703
411,10,30,l2,10,True,5,1,0.29976019184652203
421,15,45,l2,15,False,15,1,0.29736211031175
405,10,30,l2,10,False,15,1,0.294964028776978
400,10,30,l1,10,False,1,1,0.292565947242206
402,10,30,l1,10,False,5,1,0.292565947242206
396,5,15,l1,5,True,15,1,0.290167865707434
408,10,30,l1,10,True,1,1,0.287769784172661
397,5,15,l2,5,True,15,1,0.287769784172661
409,10,30,l2,10,True,1,1,0.285371702637889
401,10,30,l2,10,False,1,1,0.2757793764988
399,5,15,l2,5,True,25,1,0.258992805755395
395,5,15,l2,5,True,5,1,0.256594724220623
403,10,30,l2,10,False,5,1,0.256594724220623
398,5,15,l1,5,True,25,1,0.247002398081534
388,5,15,l1,5,False,15,1,0.247002398081534
394,5,15,l1,5,True,5,1,0.239808153477218
386,5,15,l1,5,False,5,1,0.239808153477218
390,5,15,l1,5,False,25,1,0.235011990407673
389,5,15,l2,5,False,15,1,0.232613908872901
391,5,15,l2,5,False,25,1,0.227817745803357
384,5,15,l1,5,False,1,1,0.218225419664268
393,5,15,l2,5,True,1,1,0.215827338129496
387,5,15,l2,5,False,5,1,0.213429256594724
392,5,15,l1,5,True,1,1,0.213429256594724
385,5,15,l2,5,False,1,1,0.213429256594724
