,bins,color_vector_length,distance_measure,gradient_vector_length,interpolated,k,num_of_grid,score
433,20,60,l2,20,False,1,1,0.16256157635467902
411,10,30,l2,10,True,5,1,0.16256157635467902
403,10,30,l2,10,False,5,1,0.16256157635467902
420,15,45,l1,15,False,15,1,0.16256157635467902
432,20,60,l1,20,False,1,1,0.16256157635467902
408,10,30,l1,10,True,1,1,0.16009852216748702
390,5,15,l1,5,False,25,1,0.16009852216748702
424,15,45,l1,15,True,1,1,0.157635467980295
429,15,45,l2,15,True,15,1,0.157635467980295
399,5,15,l2,5,True,25,1,0.157635467980295
434,20,60,l1,20,False,5,1,0.157635467980295
425,15,45,l2,15,True,1,1,0.157635467980295
414,10,30,l1,10,True,25,1,0.152709359605911
400,10,30,l1,10,False,1,1,0.150246305418719
389,5,15,l2,5,False,15,1,0.150246305418719
416,15,45,l1,15,False,1,1,0.150246305418719
418,15,45,l1,15,False,5,1,0.14778325123152702
437,20,60,l2,20,False,15,1,0.14778325123152702
417,15,45,l2,15,False,1,1,0.14778325123152702
398,5,15,l1,5,True,25,1,0.14778325123152702
441,20,60,l2,20,True,1,1,0.14778325123152702
397,5,15,l2,5,True,15,1,0.14532019704433402
387,5,15,l2,5,False,5,1,0.14532019704433402
423,15,45,l2,15,False,25,1,0.14285714285714202
386,5,15,l1,5,False,5,1,0.14285714285714202
393,5,15,l2,5,True,1,1,0.137931034482758
391,5,15,l2,5,False,25,1,0.137931034482758
421,15,45,l2,15,False,15,1,0.135467980295566
419,15,45,l2,15,False,5,1,0.135467980295566
443,20,60,l2,20,True,5,1,0.135467980295566
392,5,15,l1,5,True,1,1,0.133004926108374
401,10,30,l2,10,False,1,1,0.133004926108374
385,5,15,l2,5,False,1,1,0.13054187192118202
427,15,45,l2,15,True,5,1,0.13054187192118202
396,5,15,l1,5,True,15,1,0.13054187192118202
384,5,15,l1,5,False,1,1,0.12807881773399002
394,5,15,l1,5,True,5,1,0.12807881773399002
435,20,60,l2,20,False,5,1,0.12807881773399002
395,5,15,l2,5,True,5,1,0.118226600985221
